file_path,rating
actor1_call_1_sentence_27.wav,4.0
actor1_call_10_sentence_35.wav,5.666666666666667
actor1_call_8_sentence_3.wav,1.25
actor1_call_11_sentence_15.wav,6.666666666666667
actor1_call_7_sentence_8.wav,8.25
actor1_call_12_sentence_3.wav,5.0
actor1_call_9_sentence_14.wav,8.333333333333334
actor1_call_10_sentence_17.wav,7.75
actor1_call_10_sentence_7.wav,3.0
actor1_call_11_sentence_2.wav,1.25
actor1_call_7_sentence_23.wav,3.3333333333333335
actor1_call_9_sentence_12.wav,8.0
actor1_call_9_sentence_3.wav,3.5
actor1_call_13_sentence_3.wav,6.75
actor1_call_8_sentence_13.wav,7.75
actor1_call_5_sentence_7.wav,8.333333333333334
actor1_call_10_sentence_20.wav,6.5
actor1_call_15_sentence_1.wav,1.3333333333333333
actor1_call_14_sentence_21.wav,6.5
actor1_call_14_sentence_9.wav,7.75
actor1_call_1_sentence_9.wav,5.25
actor1_call_1_sentence_23.wav,8.75
actor1_call_3_sentence_12.wav,9.333333333333334
actor1_call_8_sentence_1.wav,1.0
actor1_call_1_sentence_1.wav,1.3333333333333333
actor1_call_9_sentence_25.wav,7.0
actor1_call_11_sentence_10.wav,2.6666666666666665
actor1_call_9_sentence_37.wav,2.0
actor1_call_15_sentence_8.wav,7.333333333333333
actor1_call_10_sentence_37.wav,3.75
actor1_call_4_sentence_19.wav,6.0
actor1_call_3_sentence_17.wav,1.0
actor1_call_10_sentence_14.wav,7.0
actor1_call_9_sentence_7.wav,6.0
actor1_call_9_sentence_20.wav,7.75
actor1_call_11_sentence_8.wav,6.333333333333333
actor1_call_1_sentence_6.wav,6.25
actor1_call_14_sentence_8.wav,3.0
actor1_call_13_sentence_1.wav,2.0
actor1_call_6_sentence_9.wav,8.75
actor1_call_8_sentence_10.wav,6.5
actor1_call_8_sentence_9.wav,3.0
actor1_call_12_sentence_5.wav,5.0
actor1_call_9_sentence_17.wav,8.5
actor1_call_9_sentence_29.wav,6.75
actor1_call_15_sentence_3.wav,6.0
actor1_call_15_sentence_10.wav,5.75
actor1_call_15_sentence_13.wav,6.333333333333333
actor1_call_1_sentence_26.wav,7.5
actor1_call_13_sentence_9.wav,7.666666666666667
actor1_call_4_sentence_5.wav,3.5
actor1_call_10_sentence_25.wav,5.0
actor1_call_8_sentence_11.wav,7.0
actor1_call_10_sentence_29.wav,7.0
actor1_call_15_sentence_16.wav,6.666666666666667
actor1_call_2_sentence_6.wav,9.666666666666666
actor1_call_14_sentence_11.wav,4.0
actor1_call_1_sentence_12.wav,7.0
actor1_call_14_sentence_19.wav,5.25
actor1_call_8_sentence_17.wav,7.333333333333333
actor1_call_3_sentence_19.wav,4.333333333333333
actor1_call_9_sentence_38.wav,5.75
actor1_call_1_sentence_17.wav,4.666666666666667
actor1_call_4_sentence_1.wav,1.5
actor1_call_3_sentence_2.wav,3.0
actor1_call_15_sentence_11.wav,7.25
actor1_call_8_sentence_16.wav,4.5
actor1_call_14_sentence_4.wav,2.5
actor1_call_1_sentence_10.wav,3.25
actor1_call_8_sentence_18.wav,4.666666666666667
actor1_call_7_sentence_6.wav,7.5
actor1_call_10_sentence_4.wav,2.25
actor1_call_3_sentence_9.wav,1.75
actor1_call_9_sentence_34.wav,2.75
actor1_call_7_sentence_19.wav,8.75
actor1_call_1_sentence_7.wav,5.25
actor1_call_13_sentence_11.wav,9.0
actor1_call_1_sentence_22.wav,8.666666666666666
actor1_call_3_sentence_7.wav,6.5
actor1_call_9_sentence_19.wav,3.75
actor1_call_11_sentence_11.wav,7.75
actor1_call_14_sentence_18.wav,4.75
actor1_call_3_sentence_6.wav,5.0
actor1_call_4_sentence_18.wav,2.6666666666666665
actor1_call_5_sentence_3.wav,6.5
actor1_call_2_sentence_1.wav,2.25
actor1_call_2_sentence_5.wav,8.0
actor1_call_9_sentence_23.wav,5.75
actor1_call_15_sentence_4.wav,6.75
actor1_call_2_sentence_3.wav,4.75
actor1_call_4_sentence_12.wav,3.3333333333333335
actor1_call_6_sentence_5.wav,8.0
actor1_call_9_sentence_28.wav,3.3333333333333335
actor1_call_3_sentence_8.wav,4.25
actor1_call_5_sentence_1.wav,1.5
actor1_call_4_sentence_14.wav,7.5
actor1_call_12_sentence_11.wav,9.25
actor1_call_1_sentence_14.wav,6.25
actor1_call_10_sentence_19.wav,6.75
actor1_call_5_sentence_2.wav,4.333333333333333
actor1_call_5_sentence_8.wav,5.75
actor1_call_15_sentence_21.wav,7.5
actor1_call_6_sentence_3.wav,5.666666666666667
actor1_call_6_sentence_6.wav,7.333333333333333
actor1_call_10_sentence_22.wav,9.0
actor1_call_11_sentence_5.wav,3.0
actor1_call_9_sentence_35.wav,5.0
actor1_call_12_sentence_7.wav,4.75
actor1_call_11_sentence_19.wav,8.75
actor1_call_3_sentence_5.wav,4.5
actor1_call_12_sentence_12.wav,2.75
actor1_call_9_sentence_24.wav,5.75
actor1_call_10_sentence_23.wav,8.75
actor1_call_9_sentence_27.wav,7.5
actor1_call_9_sentence_18.wav,5.75
actor1_call_5_sentence_5.wav,9.0
actor1_call_4_sentence_20.wav,6.0
actor1_call_11_sentence_3.wav,1.3333333333333333
actor1_call_4_sentence_3.wav,4.333333333333333
actor1_call_10_sentence_5.wav,1.3333333333333333
actor1_call_12_sentence_6.wav,5.75
actor1_call_3_sentence_14.wav,9.0
actor1_call_10_sentence_31.wav,5.0
actor1_call_1_sentence_13.wav,6.0
actor1_call_7_sentence_4.wav,6.25
actor1_call_7_sentence_18.wav,7.0
actor1_call_3_sentence_21.wav,5.75
actor1_call_1_sentence_19.wav,8.0
actor1_call_2_sentence_4.wav,5.666666666666667
actor1_call_10_sentence_28.wav,6.75
actor1_call_1_sentence_5.wav,5.0
actor1_call_3_sentence_15.wav,6.0
actor1_call_4_sentence_15.wav,3.6666666666666665
actor1_call_1_sentence_15.wav,6.25
actor1_call_8_sentence_7.wav,5.0
actor1_call_8_sentence_5.wav,3.5
actor1_call_9_sentence_5.wav,3.0
actor1_call_9_sentence_11.wav,5.0
actor1_call_7_sentence_20.wav,5.25
actor1_call_3_sentence_16.wav,7.75
actor1_call_7_sentence_16.wav,6.0
actor1_call_10_sentence_6.wav,2.6666666666666665
actor1_call_14_sentence_15.wav,8.0
actor1_call_11_sentence_9.wav,2.75
actor1_call_3_sentence_13.wav,5.5
actor1_call_10_sentence_2.wav,3.25
actor1_call_3_sentence_4.wav,1.0
actor1_call_7_sentence_10.wav,8.0
actor1_call_9_sentence_8.wav,5.666666666666667
actor1_call_3_sentence_3.wav,4.0
actor1_call_4_sentence_23.wav,5.25
actor1_call_15_sentence_7.wav,4.25
actor1_call_5_sentence_4.wav,8.25
actor1_call_15_sentence_2.wav,3.5
actor1_call_4_sentence_26.wav,6.5
actor1_call_7_sentence_21.wav,8.5
actor1_call_7_sentence_1.wav,2.0
actor1_call_3_sentence_10.wav,5.25
actor1_call_4_sentence_25.wav,6.75
actor1_call_10_sentence_3.wav,2.5
actor1_call_9_sentence_2.wav,3.25
actor1_call_9_sentence_10.wav,5.666666666666667
actor1_call_6_sentence_4.wav,6.75
actor1_call_10_sentence_11.wav,8.5
actor1_call_9_sentence_9.wav,8.333333333333334
actor1_call_3_sentence_11.wav,6.75
actor1_call_11_sentence_7.wav,4.5
actor1_call_11_sentence_14.wav,5.0
actor1_call_3_sentence_1.wav,1.0
actor1_call_9_sentence_36.wav,4.0
actor1_call_12_sentence_9.wav,7.333333333333333
actor1_call_8_sentence_6.wav,6.333333333333333
actor1_call_10_sentence_26.wav,7.25
actor1_call_14_sentence_14.wav,7.333333333333333
actor1_call_13_sentence_12.wav,7.0
actor1_call_4_sentence_10.wav,5.5
actor1_call_14_sentence_24.wav,4.5
actor1_call_13_sentence_14.wav,9.0
actor1_call_6_sentence_1.wav,2.75
actor1_call_4_sentence_21.wav,2.6666666666666665
actor1_call_4_sentence_8.wav,7.25
actor1_call_10_sentence_21.wav,6.0
actor1_call_14_sentence_17.wav,3.25
actor1_call_8_sentence_15.wav,7.0
actor1_call_4_sentence_24.wav,6.666666666666667
actor1_call_4_sentence_13.wav,5.333333333333333
actor1_call_15_sentence_17.wav,3.6666666666666665
actor1_call_14_sentence_7.wav,6.75
actor1_call_10_sentence_30.wav,5.333333333333333
actor1_call_9_sentence_31.wav,5.75
actor1_call_7_sentence_11.wav,6.5
actor1_call_13_sentence_10.wav,8.5
actor1_call_3_sentence_22.wav,7.75
actor1_call_5_sentence_10.wav,7.5
actor1_call_9_sentence_4.wav,4.0
actor1_call_7_sentence_15.wav,9.333333333333334
actor1_call_7_sentence_13.wav,8.0
actor1_call_1_sentence_4.wav,1.0
actor1_call_10_sentence_1.wav,1.0
actor1_call_14_sentence_10.wav,5.25
actor1_call_9_sentence_26.wav,7.25
actor1_call_11_sentence_4.wav,6.5
actor1_call_13_sentence_7.wav,8.666666666666666
actor1_call_12_sentence_8.wav,6.0
actor1_call_4_sentence_27.wav,6.25
actor1_call_7_sentence_14.wav,5.75
actor1_call_8_sentence_14.wav,7.666666666666667
actor1_call_4_sentence_2.wav,1.0
actor1_call_7_sentence_2.wav,3.0
actor1_call_10_sentence_12.wav,4.25
actor1_call_13_sentence_16.wav,8.0
actor1_call_14_sentence_16.wav,2.25
actor1_call_14_sentence_6.wav,1.5
actor1_call_4_sentence_6.wav,6.333333333333333
actor1_call_5_sentence_9.wav,9.0
actor1_call_15_sentence_9.wav,7.666666666666667
actor1_call_7_sentence_3.wav,4.75
actor1_call_4_sentence_17.wav,7.25
actor1_call_9_sentence_32.wav,6.333333333333333
actor1_call_4_sentence_4.wav,1.0
actor1_call_13_sentence_5.wav,6.333333333333333
actor1_call_11_sentence_13.wav,4.5
actor1_call_10_sentence_27.wav,5.5
actor1_call_7_sentence_12.wav,4.25
actor1_call_11_sentence_21.wav,7.0
actor1_call_9_sentence_13.wav,9.333333333333334
actor1_call_11_sentence_1.wav,1.3333333333333333
actor1_call_4_sentence_9.wav,5.0
actor1_call_1_sentence_11.wav,5.5
actor1_call_4_sentence_22.wav,5.0
actor1_call_2_sentence_2.wav,3.0
