file_path,binary_rating
actor1_call_7_sentence_4.wav,1
actor1_call_7_sentence_18.wav,1
actor1_call_3_sentence_21.wav,1
actor1_call_1_sentence_19.wav,1
actor1_call_2_sentence_4.wav,0
actor1_call_10_sentence_28.wav,1
actor1_call_1_sentence_5.wav,0
actor1_call_3_sentence_15.wav,1
actor1_call_4_sentence_15.wav,1
actor1_call_1_sentence_15.wav,1
actor1_call_8_sentence_7.wav,1
actor1_call_8_sentence_5.wav,0
actor1_call_9_sentence_5.wav,0
actor1_call_9_sentence_11.wav,0
actor1_call_7_sentence_20.wav,1
actor1_call_3_sentence_16.wav,1
actor1_call_7_sentence_16.wav,1
actor1_call_10_sentence_6.wav,0
actor1_call_14_sentence_15.wav,1
actor1_call_11_sentence_9.wav,0
actor1_call_3_sentence_13.wav,1
actor1_call_10_sentence_2.wav,0
actor1_call_3_sentence_4.wav,0
actor1_call_7_sentence_10.wav,1
actor1_call_9_sentence_8.wav,0
actor1_call_3_sentence_3.wav,1
actor1_call_4_sentence_23.wav,0
actor1_call_15_sentence_7.wav,0
actor1_call_5_sentence_4.wav,1
actor1_call_15_sentence_2.wav,0
actor1_call_4_sentence_26.wav,1
actor1_call_7_sentence_21.wav,1
actor1_call_7_sentence_1.wav,0
actor1_call_4_sentence_25.wav,1
actor1_call_4_sentence_7.wav,1
actor1_call_10_sentence_3.wav,0
actor1_call_9_sentence_2.wav,0
actor1_call_9_sentence_10.wav,1
actor1_call_6_sentence_4.wav,1
actor1_call_9_sentence_9.wav,1
actor1_call_3_sentence_11.wav,1
actor1_call_11_sentence_7.wav,1
actor1_call_11_sentence_14.wav,1
actor1_call_3_sentence_1.wav,0
actor1_call_9_sentence_36.wav,0
actor1_call_12_sentence_9.wav,1
actor1_call_8_sentence_6.wav,1
actor1_call_10_sentence_26.wav,1
actor1_call_14_sentence_14.wav,1
actor1_call_13_sentence_12.wav,1
actor1_call_4_sentence_10.wav,1
actor1_call_14_sentence_24.wav,1
actor1_call_13_sentence_14.wav,1
actor1_call_6_sentence_1.wav,0
actor1_call_4_sentence_21.wav,0
actor1_call_4_sentence_8.wav,1
actor1_call_14_sentence_17.wav,0
actor1_call_7_sentence_22.wav,1
actor1_call_8_sentence_15.wav,1
actor1_call_4_sentence_24.wav,0
actor1_call_4_sentence_13.wav,0
actor1_call_15_sentence_17.wav,1
actor1_call_14_sentence_7.wav,0
actor1_call_9_sentence_15.wav,1
actor1_call_10_sentence_30.wav,1
actor1_call_9_sentence_31.wav,0
actor1_call_7_sentence_11.wav,1
actor1_call_13_sentence_10.wav,1
actor1_call_3_sentence_22.wav,1
actor1_call_5_sentence_10.wav,1
actor1_call_7_sentence_15.wav,1
actor1_call_7_sentence_13.wav,1
actor1_call_1_sentence_4.wav,0
actor1_call_10_sentence_1.wav,0
actor1_call_14_sentence_10.wav,1
actor1_call_9_sentence_26.wav,1
actor1_call_11_sentence_4.wav,1
actor1_call_13_sentence_7.wav,1
actor1_call_1_sentence_20.wav,1
actor1_call_12_sentence_8.wav,1
actor1_call_4_sentence_27.wav,1
actor1_call_7_sentence_14.wav,1
actor1_call_10_sentence_24.wav,1
actor1_call_4_sentence_2.wav,0
actor1_call_7_sentence_2.wav,0
actor1_call_10_sentence_12.wav,0
actor1_call_13_sentence_16.wav,1
actor1_call_14_sentence_16.wav,0
actor1_call_14_sentence_6.wav,0
actor1_call_4_sentence_6.wav,1
actor1_call_14_sentence_13.wav,1
actor1_call_7_sentence_3.wav,0
actor1_call_4_sentence_17.wav,1
actor1_call_9_sentence_32.wav,1
actor1_call_4_sentence_4.wav,0
actor1_call_11_sentence_13.wav,0
actor1_call_10_sentence_27.wav,1
actor1_call_7_sentence_12.wav,0
actor1_call_9_sentence_13.wav,1
actor1_call_11_sentence_1.wav,0
actor1_call_4_sentence_9.wav,0
actor1_call_1_sentence_11.wav,1
actor1_call_4_sentence_22.wav,1
actor1_call_2_sentence_2.wav,0
